event_name,event_start_at,event_end_at,receiver_uid,event_type,event_time,first_follow,bind_date,brand_id
測試B,2022-09-16,2022-09-30,Ua459f9806408ef3c49574df52a6db824,enter,2022-09-20 10:15:02,2021-09-23 23:26:42,2022-08-30 16:20:37,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,push,2022-09-20 10:14:41,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Ue7068eeabc1fc9892223ae80e5ff6d36,enter,2022-09-20 10:14:41,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 10:14:39,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,U3d86bf4d78c59abd1433e6dd2bd9105a,enter,2022-09-20 10:13:06,2021-04-23 01:38:04,,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 10:10:00,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 10:09:06,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,Ub76f300d2d523bc25c265ab2cfb19d80,enter,2022-09-20 10:08:40,2020-08-07 13:24:32,2022-03-07 19:49:49,1
測試B,2022-09-16,2022-09-30,U3857846b793d17ae795dece3ee4b73b6,enter,2022-09-20 10:08:40,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 10:06:37,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,U6813dbf931283dda16dc69e3de64622d,enter,2022-09-20 10:05:35,2021-10-21 13:26:48,,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 10:03:16,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 10:02:33,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U3857846b793d17ae795dece3ee4b73b6,push,2022-09-20 10:02:03,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U3857846b793d17ae795dece3ee4b73b6,enter,2022-09-20 10:02:03,,0000-00-00 00:00:00,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 09:57:34,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 09:55:39,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,Uddf8ae9ee1ca6acc460b3e59a590f610,enter,2022-09-20 09:53:21,,2017-12-01 06:38:30,1
測試B,2022-09-16,2022-09-30,U7e24213a5873b531105ad4a46c338688,enter,2022-09-20 09:50:23,,2020-04-15 22:57:35,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 09:48:57,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,U6ba991b305a286c078bdd3824e59ddbb,enter,2022-09-20 09:47:43,,2022-07-26 15:02:36,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 09:46:59,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 09:46:08,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,U85ca8a7e1b720b25ea4013acb3b39a69,enter,2022-09-20 09:44:48,2021-06-08 11:03:19,2017-05-31 19:36:41,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 09:44:45,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,Uecf5676bde8f2a5473c48820e2ec4a78,enter,2022-09-20 09:39:51,2021-08-11 23:24:19,2021-09-05 17:32:23,1
測試B,2022-09-16,2022-09-30,U213383cf1a10df1491e0aca533a22489,enter,2022-09-20 09:37:43,2020-07-14 15:17:43,2022-08-02 15:00:16,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 09:04:12,,2021-11-10 21:40:18,1
測試B,2022-09-16,2022-09-30,U7005fd7a346bed9f2990a8676d665f33,enter,2022-09-20 09:02:39,2021-08-26 14:13:30,2021-09-06 22:34:00,1
測試B,2022-09-16,2022-09-30,U7005fd7a346bed9f2990a8676d665f33,enter,2022-09-20 08:57:45,2021-08-26 14:13:30,2021-09-06 22:34:00,1
測試B,2022-09-16,2022-09-30,Uf00089c443df2f9d135890bee01a18fa,enter,2022-09-20 08:37:53,,2022-02-24 10:42:37,1
測試B,2022-09-16,2022-09-30,U31caa7a38bbceb461f8b7c069c4ec46f,enter,2022-09-20 08:34:09,,2021-11-10 21:40:18,1
